#LIBRARY    JENDL-4.0
#REACTION   U-235(N,F`),SIG
#NUCLEUS    U-235
#MF         3
#MT         19
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 7.11289     81.2426      Lin-Lin
 7.11937     76.1136      Lin-Lin
 7.12622     70.1903      Lin-Lin
 7.14422     53.8898      Lin-Lin
 7.15142     47.6994      Lin-Lin
 7.15682     43.3413      Lin-Lin
 7.16222     39.276       Lin-Lin
 7.16762     35.5299      Lin-Lin
 7.17122     33.2163      Lin-Lin
 7.17482     31.0504      Lin-Lin
 7.17843     29.0308      Lin-Lin
 7.18203     27.154       Lin-Lin
 7.18563     25.4155      Lin-Lin
 7.18923     23.8092      Lin-Lin
 7.19283     22.3287      Lin-Lin
 7.19643     20.9667      Lin-Lin
 7.20003     19.7158      Lin-Lin
 7.20363     18.5682      Lin-Lin
 7.20723     17.5165      Lin-Lin
 7.21083     16.5531      Lin-Lin
 7.21443     15.6709      Lin-Lin
 7.21803     14.8629      Lin-Lin
 7.22163     14.1227      Lin-Lin
 7.22658     13.2047      Lin-Lin
 7.23131     12.424       Lin-Lin
 7.23604     11.7255      Lin-Lin
 7.24076     11.099       Lin-Lin
 7.24549     10.5359      Lin-Lin
 7.25085     9.96373      Lin-Lin
 7.25528     9.53843      Lin-Lin
 7.26193     8.96956      Lin-Lin
 7.26857     8.47175      Lin-Lin
 7.27522     8.0339       Lin-Lin
 7.28187     7.64693      Lin-Lin
 7.28725     7.36563      Lin-Lin
 7.29358     7.06655      Lin-Lin
 7.30308     6.67348      Lin-Lin
 7.31259     6.33623      Lin-Lin
 7.32209     6.04514      Lin-Lin
 7.33159     5.79261      Lin-Lin
 7.3432      5.52764      Lin-Lin
 7.35587     5.28399      Lin-Lin
 7.36854     5.07942      Lin-Lin
 7.38121     4.90729      Lin-Lin
 7.39388     4.76245      Lin-Lin
 7.41077     4.60492      Lin-Lin
 7.42767     4.48136      Lin-Lin
 7.44456     4.38616      Lin-Lin
 7.46145     4.31485      Lin-Lin
 7.47834     4.26366      Lin-Lin
 7.50368     4.21652      Lin-Lin
 7.55436     4.16537      Lin-Lin
 7.57463     4.12083      Lin-Lin
 7.58815     4.06741      Lin-Lin
 7.60166     3.98731      Lin-Lin
 7.61348     3.8914       Lin-Lin
 7.62531     3.76988      Lin-Lin
 7.63798     3.61263      Lin-Lin
 7.64989     3.4438       Lin-Lin
 7.68359     2.92686      Lin-Lin
 7.69626     2.75109      Lin-Lin
 7.70639     2.62959      Lin-Lin
 7.71653     2.52928      Lin-Lin
 7.72329     2.47533      Lin-Lin
 7.73173     2.42292      Lin-Lin
 7.74018     2.38705      Lin-Lin
 7.74778     2.36835      Lin-Lin
 7.75538     2.36164      Lin-Lin
 7.76298     2.36589      Lin-Lin
 7.77058     2.37991      Lin-Lin
 7.78325     2.42178      Lin-Lin
 7.79592     2.48214      Lin-Lin
 7.81282     2.5835       Lin-Lin
 7.82971     2.70125      Lin-Lin
 7.85505     2.89749      Lin-Lin
 7.88039     3.11026      Lin-Lin
 7.90572     3.33785      Lin-Lin
 7.93106     3.58208      Lin-Lin
 7.9564      3.84649      Lin-Lin
 7.98343     4.15579      Lin-Lin
 8.0037      4.40991      Lin-Lin
 8.02228     4.66237      Lin-Lin
 8.04762     5.04153      Lin-Lin
 8.06451     5.31992      Lin-Lin
 8.08141     5.62165      Lin-Lin
 8.10278     6.04124      Lin-Lin
 8.12416     6.50894      Lin-Lin
 8.14554     7.03223      Lin-Lin
 8.15979     7.41626      Lin-Lin
 8.17404     7.8319       Lin-Lin
 8.18829     8.28252      Lin-Lin
 8.20154     8.73608      Lin-Lin
 8.21991     9.42679      Lin-Lin
 8.23827     10.1992      Lin-Lin
 8.25051     10.7656      Lin-Lin
 8.26276     11.3782      Lin-Lin
 8.275       12.0416      Lin-Lin
 8.28724     12.7615      Lin-Lin
 8.29838     13.4706      Lin-Lin
 8.31343     14.5205      Lin-Lin
 8.32848     15.6897      Lin-Lin
 8.33852     16.5441      Lin-Lin
 8.34855     17.4655      Lin-Lin
 8.35858     18.4608      Lin-Lin
 8.36862     19.5376      Lin-Lin
 8.38148     21.0513      Lin-Lin
 8.39324     22.5843      Lin-Lin
 8.40501     24.2784      Lin-Lin
 8.41678     26.1559      Lin-Lin
 8.42854     28.2431      Lin-Lin
 8.43639     29.7662      Lin-Lin
 8.44733     32.0903      Lin-Lin
 8.45554     34.0035      Lin-Lin
 8.46375     36.0803      Lin-Lin
 8.47196     38.3392      Lin-Lin
 8.48017     40.8013      Lin-Lin
 8.48747     43.1799      Lin-Lin
 8.49476     45.7573      Lin-Lin
 8.50206     48.5556      Lin-Lin
 8.50936     51.5995      Lin-Lin
 8.51666     54.9174      Lin-Lin
 8.52395     58.5416      Lin-Lin
 8.53125     62.5089      Lin-Lin
 8.53855     66.8616      Lin-Lin
 8.54584     71.6479      Lin-Lin
 8.55314     76.9231      Lin-Lin
 8.56044     82.7505      Lin-Lin
 8.56774     89.2024      Lin-Lin
 8.57321     94.5004      Lin-Lin
 8.57868     100.234      Lin-Lin
 8.58415     106.447      Lin-Lin
 8.58963     113.185      Lin-Lin
 8.5951      120.497      Lin-Lin
 8.60057     128.439      Lin-Lin
 8.60604     137.067      Lin-Lin
 8.61152     146.444      Lin-Lin
 8.61699     156.631      Lin-Lin
 8.62246     167.695      Lin-Lin
 8.62794     179.702      Lin-Lin
 8.63341     192.716      Lin-Lin
 8.63888     206.798      Lin-Lin
 8.64435     222.003      Lin-Lin
 8.64983     238.38       Lin-Lin
 8.6553      255.961      Lin-Lin
 8.66077     274.767      Lin-Lin
 8.66625     294.794      Lin-Lin
 8.67354     323.348      Lin-Lin
 8.68084     353.885      Lin-Lin
 8.68814     386.155      Lin-Lin
 8.69908     436.984      Lin-Lin
 8.71842     528.551      Lin-Lin
 8.72791     570.867      Lin-Lin
 8.7363      604.842      Lin-Lin
 8.7436      630.678      Lin-Lin
 8.75023     650.48       Lin-Lin
 8.75622     664.846      Lin-Lin
 8.76271     676.331      Lin-Lin
 8.7695      683.466      Lin-Lin
 8.77543     685.492      Lin-Lin
 8.78136     683.574      Lin-Lin
 8.78738     677.677      Lin-Lin
 8.79467     665.463      Lin-Lin
 8.80069     651.538      Lin-Lin
 8.80781     631.122      Lin-Lin
 8.81492     607.077      Lin-Lin
 8.82204     580.164      Lin-Lin
 8.83152     541.171      Lin-Lin
 8.85782     427.952      Lin-Lin
 8.86644     392.772      Lin-Lin
 8.87506     359.727      Lin-Lin
 8.88368     329.188      Lin-Lin
 8.89014     308.047      Lin-Lin
 8.89661     288.445      Lin-Lin
 8.90308     270.363      Lin-Lin
 8.90997     252.696      Lin-Lin
 8.91708     236.141      Lin-Lin
 8.9242      221.158      Lin-Lin
 8.93002     209.982      Lin-Lin
 8.93713     197.53       Lin-Lin
 8.94424     186.283      Lin-Lin
 8.95092     176.702      Lin-Lin
 8.95954     165.585      Lin-Lin
 8.96816     155.69       Lin-Lin
 8.97678     146.845      Lin-Lin
 8.9854      138.898      Lin-Lin
 8.99403     131.721      Lin-Lin
 9.00265     125.206      Lin-Lin
 9.01127     119.263      Lin-Lin
 9.0242      111.263      Lin-Lin
 9.03713     104.199      Lin-Lin
 9.05006     97.9406      Lin-Lin
 9.06299     92.4043      Lin-Lin
 9.07592     87.5461      Lin-Lin
 9.08886     83.3557      Lin-Lin
 9.10179     79.854       Lin-Lin
 9.11041     77.9267      Lin-Lin
 9.11903     76.3512      Lin-Lin
 9.12765     75.157       Lin-Lin
 9.13627     74.379       Lin-Lin
 9.14489     74.0566      Lin-Lin
 9.15351     74.2312      Lin-Lin
 9.16041     74.7559      Lin-Lin
 9.16902     75.9198      Lin-Lin
 9.17762     77.671       Lin-Lin
 9.18623     80.016       Lin-Lin
 9.19483     82.9355      Lin-Lin
 9.20347     86.3893      Lin-Lin
 9.2121      90.278       Lin-Lin
 9.24174     104.806      Lin-Lin
 9.25124     108.904      Lin-Lin
 9.25988     111.963      Lin-Lin
 9.26644     113.734      Lin-Lin
 9.27392     115.071      Lin-Lin
 9.27973     115.559      Lin-Lin
 9.2829      115.614      Lin-Lin
 9.28923     115.27       Lin-Lin
 9.29499     114.434      Lin-Lin
 9.30074     113.117      Lin-Lin
 9.30937     110.303      Lin-Lin
 9.31801     106.61       Lin-Lin
 9.32376     103.745      Lin-Lin
 9.33528     97.3115      Lin-Lin
 9.36406     79.7762      Lin-Lin
 9.37557     73.1512      Lin-Lin
 9.3842      68.5502      Lin-Lin
 9.39283     64.3164      Lin-Lin
 9.40125     60.5592      Lin-Lin
 9.40967     57.1663      Lin-Lin
 9.41809     54.1225      Lin-Lin
 9.42651     51.4044      Lin-Lin
 9.43643     48.5806      Lin-Lin
 9.44635     46.1213      Lin-Lin
 9.45627     43.9795      Lin-Lin
 9.46619     42.1123      Lin-Lin
 9.47611     40.4822      Lin-Lin
 9.48603     39.0576      Lin-Lin
 9.49926     37.4327      Lin-Lin
 9.51248     36.077       Lin-Lin
 9.52571     34.9532      Lin-Lin
 9.53894     34.0334      Lin-Lin
 9.55216     33.2967      Lin-Lin
 9.56539     32.7272      Lin-Lin
 9.57862     32.3118      Lin-Lin
 9.59581     31.9817      Lin-Lin
 9.61433     31.8595      Lin-Lin
 9.63814     31.9762      Lin-Lin
 9.67782     32.4195      Lin-Lin
 9.69356     32.4889      Lin-Lin
 9.70679     32.4224      Lin-Lin
 9.72279     32.1383      Lin-Lin
 9.73734     31.6566      Lin-Lin
 9.75057     31.0264      Lin-Lin
 9.7628      30.2885      Lin-Lin
 9.77967     29.062       Lin-Lin
 9.80215     27.1611      Lin-Lin
 9.84184     23.5995      Lin-Lin
 9.86168     21.9364      Lin-Lin
 9.88152     20.4345      Lin-Lin
 9.89474     19.5349      Lin-Lin
 9.90797     18.7191      Lin-Lin
 9.9212      17.9866      Lin-Lin
 9.93442     17.3365      Lin-Lin
 9.94765     16.7689      Lin-Lin
 9.96088     16.2869      Lin-Lin
 9.97278     15.9325      Lin-Lin
 9.98469     15.6645      Lin-Lin
 9.99659     15.5001      Lin-Lin
 10.0055     15.4602      Lin-Lin
 10.0144     15.5079      Lin-Lin
 10.0234     15.662       Lin-Lin
 10.0293     15.8347      Lin-Lin
 10.0351     16.0631      Lin-Lin
 10.0406     16.3478      Lin-Lin
 10.0462     16.7025      Lin-Lin
 10.0517     17.1342      Lin-Lin
 10.0568     17.598       Lin-Lin
 10.0635     18.3394      Lin-Lin
 10.0703     19.2244      Lin-Lin
 10.0771     20.2602      Lin-Lin
 10.0839     21.45        Lin-Lin
 10.0906     22.7919      Lin-Lin
 10.0974     24.2777      Lin-Lin
 10.1042     25.8917      Lin-Lin
 10.1132     28.2023      Lin-Lin
 10.1345     33.8908      Lin-Lin
 10.1444     36.3764      Lin-Lin
 10.1512     37.8926      Lin-Lin
 10.158      39.2097      Lin-Lin
 10.1636     40.1325      Lin-Lin
 10.1701     40.9551      Lin-Lin
 10.1756     41.4371      Lin-Lin
 10.1814     41.7415      Lin-Lin
 10.1855     41.8179      Lin-Lin
 10.1919     41.7172      Lin-Lin
 10.1984     41.3553      Lin-Lin
 10.2049     40.7392      Lin-Lin
 10.2117     39.8687      Lin-Lin
 10.2207     38.4032      Lin-Lin
 10.2298     36.6792      Lin-Lin
 10.2478     32.8464      Lin-Lin
 10.2626     29.7149      Lin-Lin
 10.2741     27.463       Lin-Lin
 10.2798     26.4209      Lin-Lin
 10.2899     24.7318      Lin-Lin
 10.2976     23.5963      Lin-Lin
 10.3052     22.5708      Lin-Lin
 10.3102     21.9454      Lin-Lin
 10.3204     20.8241      Lin-Lin
 10.3296     19.9399      Lin-Lin
 10.3388     19.1675      Lin-Lin
 10.348      18.4912      Lin-Lin
 10.3572     17.8968      Lin-Lin
 10.3711     17.1323      Lin-Lin
 10.3849     16.4904      Lin-Lin
 10.3987     15.9451      Lin-Lin
 10.4125     15.4771      Lin-Lin
 10.431      14.9488      Lin-Lin
 10.4494     14.5083      Lin-Lin
 10.4678     14.1393      Lin-Lin
 10.4955     13.6963      Lin-Lin
 10.5231     13.3665      Lin-Lin
 10.5494     13.1472      Lin-Lin
 10.5729     13.0246      Lin-Lin
 10.5964     12.9693      Lin-Lin
 10.6042     12.9654      Lin-Lin
 10.6291     12.9986      Lin-Lin
 10.6558     13.1028      Lin-Lin
 10.7369     13.6128      Lin-Lin
 10.7646     13.7395      Lin-Lin
 10.7922     13.7934      Lin-Lin
 10.8217     13.7612      Lin-Lin
 10.8512     13.6461      Lin-Lin
 10.8881     13.4221      Lin-Lin
 10.9802     12.7782      Lin-Lin
 11.0355     12.4797      Lin-Lin
 11.0724     12.3402      Lin-Lin
 11.1093     12.2509      Lin-Lin
 11.1517     12.2123      Lin-Lin
 11.1885     12.2377      Lin-Lin
 11.2199     12.3064      Lin-Lin
 11.2567     12.4509      Lin-Lin
 11.2936     12.6783      Lin-Lin
 11.3212     12.9175      Lin-Lin
 11.3489     13.2334      Lin-Lin
 11.3765     13.6515      Lin-Lin
 11.395      14.0068      Lin-Lin
 11.4134     14.445       Lin-Lin
 11.4272     14.8455      Lin-Lin
 11.4411     15.3281      Lin-Lin
 11.4514     15.7601      Lin-Lin
 11.4618     16.2703      Lin-Lin
 11.4722     16.8812      Lin-Lin
 11.4825     17.6236      Lin-Lin
 11.4894     18.2115      Lin-Lin
 11.4964     18.8911      Lin-Lin
 11.5033     19.6806      Lin-Lin
 11.5102     20.601       Lin-Lin
 11.5171     21.6761      Lin-Lin
 11.524      22.9323      Lin-Lin
 11.5286     23.8841      Lin-Lin
 11.5332     24.9374      Lin-Lin
 11.5393     26.508       Lin-Lin
 11.5439     27.8246      Lin-Lin
 11.5485     29.2678      Lin-Lin
 11.5546     31.3993      Lin-Lin
 11.5595     33.2688      Lin-Lin
 11.5649     35.5351      Lin-Lin
 11.5703     37.994       Lin-Lin
 11.577      41.2489      Lin-Lin
 11.5842     45.08        Lin-Lin
 11.5938     50.5377      Lin-Lin
 11.6131     61.7702      Lin-Lin
 11.6203     65.6915      Lin-Lin
 11.6275     69.2197      Lin-Lin
 11.6348     72.2021      Lin-Lin
 11.6396     73.8173      Lin-Lin
 11.6444     75.0912      Lin-Lin
 11.6492     75.9936      Lin-Lin
 11.6539     76.4936      Lin-Lin
 11.6579     76.613       Lin-Lin
 11.6637     76.281       Lin-Lin
 11.668      75.6402      Lin-Lin
 11.6728     74.5445      Lin-Lin
 11.6781     72.8951      Lin-Lin
 11.6829     71.0215      Lin-Lin
 11.6877     68.827       Lin-Lin
 11.695      65.0233      Lin-Lin
 11.7022     60.7427      Lin-Lin
 11.7118     54.5777      Lin-Lin
 11.7263     45.1193      Lin-Lin
 11.7335     40.5979      Lin-Lin
 11.7407     36.3603      Lin-Lin
 11.7455     33.7309      Lin-Lin
 11.7504     31.2763      Lin-Lin
 11.7552     29.0067      Lin-Lin
 11.7599     26.9767      Lin-Lin
 11.7646     25.1282      Lin-Lin
 11.7694     23.4301      Lin-Lin
 11.7743     21.861       Lin-Lin
 11.7793     20.4754      Lin-Lin
 11.7842     19.2622      Lin-Lin
 11.7892     18.2089      Lin-Lin
 11.7941     17.302       Lin-Lin
 11.7995     16.4643      Lin-Lin
 11.8049     15.7669      Lin-Lin
 11.8103     15.1929      Lin-Lin
 11.8157     14.7264      Lin-Lin
 11.8211     14.3529      Lin-Lin
 11.8279     13.993       Lin-Lin
 11.8355     13.7166      Lin-Lin
 11.843      13.5424      Lin-Lin
 11.8506     13.4495      Lin-Lin
 11.8581     13.4211      Lin-Lin
 11.8689     13.4678      Lin-Lin
 11.8804     13.6042      Lin-Lin
 11.892      13.809       Lin-Lin
 11.9092     14.2171      Lin-Lin
 11.9248     14.6715      Lin-Lin
 11.9403     15.2013      Lin-Lin
 11.9558     15.8064      Lin-Lin
 11.9714     16.4905      Lin-Lin
 11.9869     17.2611      Lin-Lin
 12.0036     18.1969      Lin-Lin
 12.0209     19.3009      Lin-Lin
 12.0381     20.5672      Lin-Lin
 12.0497     21.5167      Lin-Lin
 12.0612     22.5633      Lin-Lin
 12.0727     23.7204      Lin-Lin
 12.0842     25.0034      Lin-Lin
 12.0957     26.4309      Lin-Lin
 12.1072     28.0248      Lin-Lin
 12.1187     29.8118      Lin-Lin
 12.1302     31.8242      Lin-Lin
 12.1389     33.5054      Lin-Lin
 12.1475     35.3569      Lin-Lin
 12.1561     37.404       Lin-Lin
 12.1648     39.6782      Lin-Lin
 12.1734     42.2182      Lin-Lin
 12.1815     44.8719      Lin-Lin
 12.1892     47.7368      Lin-Lin
 12.197      50.958       Lin-Lin
 12.2048     54.6031      Lin-Lin
 12.21       57.3088      Lin-Lin
 12.2151     60.2678      Lin-Lin
 12.2206     63.7015      Lin-Lin
 12.2264     67.7061      Lin-Lin
 12.2321     72.1649      Lin-Lin
 12.2379     77.1383      Lin-Lin
 12.2436     82.6917      Lin-Lin
 12.2494     88.8945      Lin-Lin
 12.2537     94.016       Lin-Lin
 12.258      99.5739      Lin-Lin
 12.2623     105.598      Lin-Lin
 12.268      114.314      Lin-Lin
 12.2734     123.444      Lin-Lin
 12.2788     133.339      Lin-Lin
 12.283      141.728      Lin-Lin
 12.2893     155.357      Lin-Lin
 12.2943     167.01       Lin-Lin
 12.3        181.431      Lin-Lin
 12.3058     196.815      Lin-Lin
 12.3144     221.476      Lin-Lin
 12.3259     256.499      Lin-Lin
 12.342      306.411      Lin-Lin
 12.3513     333.173      Lin-Lin
 12.3559     345.518      Lin-Lin
 12.363      362.858      Lin-Lin
 12.3684     374.011      Lin-Lin
 12.374      383.632      Lin-Lin
 12.3797     391.131      Lin-Lin
 12.3854     396.105      Lin-Lin
 12.3914     398.46       Lin-Lin
 12.393      398.58       Lin-Lin
 12.3987     397.24       Lin-Lin
 12.4039     393.7        Lin-Lin
 12.409      388.012      Lin-Lin
 12.4144     379.794      Lin-Lin
 12.4198     369.467      Lin-Lin
 12.4254     357.014      Lin-Lin
 12.4311     342.342      Lin-Lin
 12.4387     320.489      Lin-Lin
 12.4463     296.75       Lin-Lin
 12.4691     221.964      Lin-Lin
 12.4767     198.077      Lin-Lin
 12.4824     181.04       Lin-Lin
 12.4881     164.916      Lin-Lin
 12.4938     149.807      Lin-Lin
 12.4995     135.78       Lin-Lin
 12.5052     122.866      Lin-Lin
 12.509      114.877      Lin-Lin
 12.5128     107.379      Lin-Lin
 12.5166     100.363      Lin-Lin
 12.5204     93.8148      Lin-Lin
 12.5242     87.7192      Lin-Lin
 12.528      82.0581      Lin-Lin
 12.532      76.5595      Lin-Lin
 12.5362     71.2623      Lin-Lin
 12.5404     66.4104      Lin-Lin
 12.5446     61.9741      Lin-Lin
 12.5485     58.175       Lin-Lin
 12.5521     54.9215      Lin-Lin
 12.5557     51.921       Lin-Lin
 12.5594     49.1555      Lin-Lin
 12.563      46.6077      Lin-Lin
 12.5667     44.2611      Lin-Lin
 12.5703     42.1003      Lin-Lin
 12.5758     39.1758      Lin-Lin
 12.5813     36.5592      Lin-Lin
 12.5868     34.25        Lin-Lin
 12.5924     32.2111      Lin-Lin
 12.5979     30.4098      Lin-Lin
 12.6034     28.8178      Lin-Lin
 12.609      27.4106      Lin-Lin
 12.6145     26.1669      Lin-Lin
 12.62       25.0687      Lin-Lin
 12.6256     24.1003      Lin-Lin
 12.6311     23.2487      Lin-Lin
 12.6385     22.2757      Lin-Lin
 12.6459     21.4689      Lin-Lin
 12.6532     20.8111      Lin-Lin
 12.6606     20.2888      Lin-Lin
 12.6678     19.9002      Lin-Lin
 12.6748     19.629       Lin-Lin
 12.6818     19.4587      Lin-Lin
 12.6888     19.3856      Lin-Lin
 12.6923     19.3845      Lin-Lin
 12.6993     19.4522      Lin-Lin
 12.7063     19.6113      Lin-Lin
 12.7134     19.8604      Lin-Lin
 12.7204     20.198       Lin-Lin
 12.7277     20.6469      Lin-Lin
 12.7351     21.1887      Lin-Lin
 12.7462     22.1658      Lin-Lin
 12.7565     23.2385      Lin-Lin
 12.7698     24.8013      Lin-Lin
 12.7986     28.4951      Lin-Lin
 12.8107     29.9568      Lin-Lin
 12.8203     30.9638      Lin-Lin
 12.8288     31.7039      Lin-Lin
 12.8362     32.2067      Lin-Lin
 12.8459     32.6396      Lin-Lin
 12.8545     32.7827      Lin-Lin
 12.8555     32.7843      Lin-Lin
 12.8628     32.6998      Lin-Lin
 12.8701     32.4416      Lin-Lin
 12.8775     32.0149      Lin-Lin
 12.8849     31.4302      Lin-Lin
 12.8952     30.3752      Lin-Lin
 12.9052     29.1419      Lin-Lin
 12.9151     27.753       Lin-Lin
 12.9483     22.7437      Lin-Lin
 12.9594     21.1731      Lin-Lin
 12.9705     19.7386      Lin-Lin
 12.9778     18.8733      Lin-Lin
 12.9852     18.0877      Lin-Lin
 12.9926     17.385       Lin-Lin
 13          16.7663      Lin-Lin
 13.0068     16.2688      Lin-Lin
 13.0162     15.698       Lin-Lin
 13.0256     15.2552      Lin-Lin
 13.0339     14.9638      Lin-Lin
